cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_0,Business,item_1,0,10-K,0,"Item 1 BUSINESS Overview As our founders Larry and Sergey wrote in the original founders' letter, ""Google is not a conventional company.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_1,Business,item_1,0,10-K,1,"We do not intend to become one.""",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_2,Business,item_1,0,10-K,2,That unconventional spirit has been a driving force throughout our history -- inspiring us to do things like rethink the mobile device ecosystem with Android and map the world with Google Maps.,7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_3,Business,item_1,0,10-K,3,"As part of that, our founders also explained that you could expect us to make ""smaller bets in areas that might seem very speculative or even strange when compared to our current businesses.""",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_4,Business,item_1,0,10-K,4,"From the start, the company has always strived to do more, and to do important and meaningful things with the resources we have.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_5,Business,item_1,0,10-K,5,"Alphabet is a collection of businesses -- the largest of which, of course, is Google.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_6,Business,item_1,0,10-K,6,"It also includes businesses that are generally pretty far afield of our main Internet products such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo, and X.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_7,Business,item_1,0,10-K,7,We report all non-Google businesses collectively as Other Bets.,7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_8,Business,item_1,0,10-K,8,Our Alphabet structure is about helping each of our businesses prosper through strong leaders and independence.,7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_9,Business,item_1,0,10-K,9,"Access and technology for everyone The Internet is one of the world's most powerful equalizers, capable of propelling new ideas and people forward.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_10,Business,item_1,0,10-K,10,"At Google, our mission is to make sure that information serves everyone, not just a few.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_11,Business,item_1,0,10-K,11,"So whether you're a child in a rural village or a professor at an elite university, you can access the same information.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_12,Business,item_1,0,10-K,12,We are helping people get online by tailoring digital experiences to the needs of emerging markets.,7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_13,Business,item_1,0,10-K,13,"We're also making sure our core Google products are fast and useful, especially for users in areas where speed and connectivity are central concerns.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_14,Business,item_1,0,10-K,14,Other Alphabet companies are also pursuing initiatives with similar goals.,7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_15,Business,item_1,0,10-K,15,"For instance, in October 2017, Project Loon within X deployed its network of stratospheric balloons to deliver basic internet connectivity to more than 100,000 people in Puerto Rico following Hurricane Maria.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_16,Business,item_1,0,10-K,16,"Moonshots Many companies get comfortable doing what they have always done, making only incremental changes.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_17,Business,item_1,0,10-K,17,"This incrementalism leads to irrelevance over time, especially in technology, where change tends to be revolutionary, not evolutionary.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_18,Business,item_1,0,10-K,18,"People thought we were crazy when we acquired YouTube and Android and when we launched Chrome, but those efforts have matured into major platforms for digital video and mobile devices and a safer, popular browser.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_19,Business,item_1,0,10-K,19,We continue to look toward the future and continue to invest for the long-term.,7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_20,Business,item_1,0,10-K,20,"As we said in the original founders' letter, we will not shy away from high-risk, high-reward projects that we believe in because they are the key to our long-term success.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
0001652044,Alphabet Inc.,2017,0001652044_10-K_2017,0001652044_10-K_2017_section_1_21,Business,item_1,0,10-K,21,"The power of machine learning Across the company, machine learning and artificial intelligence (AI) are increasingly driving many of our latest innovations.",7370,2018-02-06,bin_2016_2020,2025-10-25 00:42:35.273032,2025-10-25 00:42:35.273032,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2017_0001652044-18-000007.json,extract_and_convert
