cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,filingDate,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_0,Business,ITEM_1,0,10-K,0,"Item 1 Business General Overview We are a mortgage and real estate services company, providing both credit-related mortgage insurance coverage and an array of products and services across the residential real estate and mortgage finance industries.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_1,Business,ITEM_1,0,10-K,1,We have one reportable business segment-Mortgage Insurance.,6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_2,Business,ITEM_1,0,10-K,2,"Our Mortgage Insurance segment aggregates, manages and distributes U.S. mortgage credit risk for the benefit of mortgage lending institutions and mortgage credit investors, principally through private mortgage insurance on residential first-lien mortgage loans, and also offers other credit risk management solutions, including contract underwriting, to our customers.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_3,Business,ITEM_1,0,10-K,3,"In addition, we provide other mortgage and real estate products and services to our existing and new customers through our Mortgage Conduit, Title, Real Estate Services and Real Estate Technology businesses, which we report in our All Other category.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_4,Business,ITEM_1,0,10-K,4,These businesses are not material either individually or in the aggregate and therefore do not constitute a reportable segment.,6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_5,Business,ITEM_1,0,10-K,5,Radian Group serves as the holding company for our operating subsidiaries through which we offer our products and services and does not have any operations of its own.,6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_6,Business,ITEM_1,0,10-K,6,"Our principal executive offices are located at 550 East Swedesford Road, Suite 350, Wayne, PA 19087, and our telephone number is (215) 231-1000.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_7,Business,ITEM_1,0,10-K,7,Available Information Our website address is www.radian.com.,6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_8,Business,ITEM_1,0,10-K,8,"Copies of our Annual Reports on Form 10-K, Quarterly Reports on Form 10-Q, Current Reports on Form 8-K, as well as any amendments to those reports, are available free of charge through our website as soon as reasonably practicable after they are electronically filed with, or furnished to, the SEC.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_9,Business,ITEM_1,0,10-K,9,"In addition, among other governance-related documents, our guidelines of corporate governance, code of business conduct and ethics (which includes the code of ethics applicable to our chief executive officer, chief financial officer and chief accounting officer) and the governing charters for each standing committee of Radian Group's board of directors are available free of charge on our website, as well as in print, to any stockholder upon request.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_10,Business,ITEM_1,0,10-K,10,"The public may also read materials we file with the SEC, including reports, proxy and information statements, and other information, on the SEC's website at www.sec.gov.",6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_11,Business,ITEM_1,0,10-K,11,The above references to our website and the SEC's website do not constitute incorporation by reference of the information contained on the websites and such information should not be considered part of this document.,6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
0000890926,RADIAN GROUP INC,2024,0000890926_10-K_2024,0000890926_10-K_2024_section_1_12,Business,ITEM_1,0,10-K,12,Part I.,6351,2025-02-14,2024-12-31,bin_2021_2025,2025-10-27 15:25:02.241086,2025-10-27 15:25:02.241086,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\890926_10K_2024_0000950170-25-021241.json,extract_and_convert
