cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,filingDate,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_0,Business,ITEM_1,0,10-K,0,"Item 1Business Eli Lilly and Company (referred to as the company, Lilly, we, or us) was incorporated in 1901 in Indiana to succeed to the drug manufacturing business founded in Indianapolis, Indiana, in 1876 by Colonel Eli Lilly.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_1,Business,ITEM_1,0,10-K,1,"We discover, develop, manufacture, and market products in a single business segment-human pharmaceutical products.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_2,Business,ITEM_1,0,10-K,2,"Our purpose is to unite caring with discovery to create medicines that make life better for people around the world. Our long-term success depends on our ability to continually discover or acquire, develop, and commercialize innovative medicines.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_3,Business,ITEM_1,0,10-K,3,"We manufacture and distribute our products through facilities in the United States (U.S.), including Puerto Rico, and in Europe and Asia. Our products are sold in approximately 95 countries.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_4,Business,ITEM_1,0,10-K,4,"Products Our products include: Therapeutic area Products Certain Indications Cardiometabolic Health products Basaglar In collaboration with Boehringer Ingelheim, a long-acting human insulin analog for the treatment of diabetes.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_5,Business,ITEM_1,0,10-K,5,"Humalog, Humalog Mix 75/25, Humalog U-100, Humalog U-200, Humalog Mix 50/50, insulin lispro, insulin lispro protamine, and insulin lispro mix 75/25",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_6,Business,ITEM_1,0,10-K,6,Human insulin analogs for the treatment of diabetes.,2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_7,Business,ITEM_1,0,10-K,7,"Humulin, Humulin 70/30, Humulin N, Humulin R, and Humulin U-500",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_8,Business,ITEM_1,0,10-K,8,Human insulins of recombinant DNA origin for the treatment of diabetes.,2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_9,Business,ITEM_1,0,10-K,9,"Jardiance In collaboration with Boehringer Ingelheim, for the treatment of type 2 diabetes; to reduce the risk of cardiovascular death in adult patients with type 2 diabetes and established cardiovascular disease; to reduce the risk of cardiovascular death and hospitalizations for heart failure in adults; and to reduce the risk of sustained decline in estimated glomerular filtration rate (eGFR), end-stage kidney disease, cardiovascular death and hospitalization in adults with chronic kidney disease (CKD) at risk of progression.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_10,Business,ITEM_1,0,10-K,10,"Mounjaro A glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 receptor agonist, for the treatment of adults with type 2 diabetes in combination with diet and exercise to improve glycemic control.",2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_11,Business,ITEM_1,0,10-K,11,Trulicity For the treatment of type 2 diabetes in adults and pediatric patients 10 years of age and older; and to reduce the risk of major adverse cardiovascular events in adult patients with type 2 diabetes and established cardiovascular disease or multiple cardiovascular risk factors.,2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
0000059478,ELI LILLY & Co,2024,0000059478_10-K_2024,0000059478_10-K_2024_section_1_12,Business,ITEM_1,0,10-K,12,Zepbound For the treatment of adults with obesity or overweight with at least one weight-related comorbid condition in combination with a reduced-calorie diet and increased physical activity; and for the treatment of moderate to severe obstructive sleep apnea in adults with obesity in combination with a reduced-calorie diet and increased physical activity (relevant indications marketed under Mounjaro in various markets outside the U.S.).,2834,2025-02-19,2024-12-31,bin_2021_2025,2025-10-27 15:25:00.595973,2025-10-27 15:25:00.595973,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\59478_10K_2024_0000059478-25-000067.json,extract_and_convert
