cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,filingDate,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_0,Business,ITEM_1,0,10-K,0,"Item 1 Business As used in this Annual Report on Form 10-K, (i) ""MBIA,"" the ""Company,"" ""we,"" ""our"" and ""us"" refer to MBIA Inc., a Connecticut corporation incorporated in 1986, together with its subsidiaries, and (ii) unless otherwise indicated or the context otherwise requires, references to ""MBIA Corp."" are to MBIA Insurance Corporation together with MBIA Mexico S.A. de C.V. (""MBIA Mexico"").",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_1,Business,ITEM_1,0,10-K,1,OVERVIEW The Company's operating subsidiaries are running off their insured portfolios.,6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_2,Business,ITEM_1,0,10-K,2,"Today, the Company's primary objectives are ensuring that adequate liquidity exists at the holding company to satisfy all of its outstanding obligations, mitigating losses at National Public Finance Guarantee Corporation (""National"") and MBIA Corp., and maximizing recoveries on paid insurance claims.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_3,Business,ITEM_1,0,10-K,3,We do not expect National or MBIA Corp. to write new financial guarantee policies outside of remediation related activities.,6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_4,Business,ITEM_1,0,10-K,4,"MBIA's primary business has been to provide financial guarantee insurance to the United States' public finance markets through our indirect, wholly-owned subsidiary, National, whose financial guarantee insurance policies provide investors with unconditional and irrevocable guarantees of the payment of the principal, interest or other amounts owing on insured obligations when due.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_5,Business,ITEM_1,0,10-K,5,"National ceased pursuing the writing of new financial guarantee insurance policies in 2017, and its primary activity today is to provide ongoing surveillance, including remediation activity where warranted, of its existing insured portfolio of $25.3 billion gross par outstanding as of December 31, 2024.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_6,Business,ITEM_1,0,10-K,6,"The Company has also provided financial guarantee insurance in the international and structured finance markets through its subsidiary MBIA Corp. As of December 31, 2024, MBIA Corp.'s total insured gross par outstanding was $2.3 billion.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_7,Business,ITEM_1,0,10-K,7,"As a result of MBIA Corp.'s capital structure and business prospects, we do not expect its financial performance to have a material economic impact on MBIA Inc.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_8,Business,ITEM_1,0,10-K,8,"Refer to ""Management's Discussion and Analysis of Financial Condition and Results of Operations--Liquidity and Capital Resources"" in Part II, Item 7 of this Form 10-K for a further discussion of MBIA Corp.'s insurance statutory capital.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
0000814585,MBIA INC,2024,0000814585_10-K_2024,0000814585_10-K_2024_section_1_9,Business,ITEM_1,0,10-K,9,"MBIA Services Corporation (""MBIA Services""), also owned by MBIA Inc., is a service company which provides support services such as surveillance, risk management, legal, accounting, treasury and information technology, among others, to our businesses on a fee-for-service basis.",6351,2025-02-27,2024-12-31,bin_2021_2025,2025-10-27 15:25:01.496591,2025-10-27 15:25:01.496591,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\814585_10K_2024_0000950170-25-029081.json,extract_and_convert
