cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,filingDate,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_0,Business,ITEM_1,0,10-K,0,"Item 1 Business This Annual Report on Form 10-K and the documents incorporated herein by reference contain forward-looking statements based on expectations, estimates, and projections as of the date of this filing.",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_1,Business,ITEM_1,0,10-K,1,Actual results and outcomes may differ materially from those expressed in forward-looking statements.,5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_2,Business,ITEM_1,0,10-K,2,"See Item 1A of Part I - ""Risk Factors.""",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_3,Business,ITEM_1,0,10-K,3,"As used herein, ""Amazon.com,"" ""we,"" ""our,"" and similar terms include Amazon.com, Inc. and its subsidiaries, unless the context indicates otherwise.",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_4,Business,ITEM_1,0,10-K,4,General We seek to be Earth's most customer-centric company.,5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_5,Business,ITEM_1,0,10-K,5,"We are guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_6,Business,ITEM_1,0,10-K,6,"In each of our segments, we serve our primary customer sets, consisting of consumers, sellers, developers, enterprises, content creators, advertisers, and employees.",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_7,Business,ITEM_1,0,10-K,7,"We have organized our operations into three segments: North America, International, and Amazon Web Services (""AWS"").",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_8,Business,ITEM_1,0,10-K,8,These segments reflect the way the Company evaluates its business performance and manages its operations.,5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
0001018724,AMAZON COM INC,2024,0001018724_10-K_2024,0001018724_10-K_2024_section_1_9,Business,ITEM_1,0,10-K,9,"Information on our net sales is contained in Item 8 of Part II, ""Financial Statements and Supplementary Data - Note 10 - Segment Information.""",5961,2025-02-07,2024-12-31,bin_2021_2025,2025-10-27 15:24:52.123763,2025-10-27 15:24:52.123763,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1018724_10K_2024_0001018724-25-000004.json,extract_and_convert
